,place1,place2,flow,load_rate,max_flow,origin_flow,date
22,s,DC27,8100,0.0,0,0,2023-01-24
23,DC3,t,32700,0.0,0,0,2023-01-24
24,DC9,t,91084,0.0,0,0,2023-01-24
25,DC10,t,20100,0.0,0,0,2023-01-24
26,DC12,t,15900,0.0,0,0,2023-01-24
27,DC14,t,6300,0.0,0,0,2023-01-24
28,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-24
29,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-24
30,DC17,DC14,6300,0.10072264500863337,62548,0,2023-01-24
31,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-24
32,DC19,DC12,5500,0.10058253136356166,54761,8,2023-01-24
33,DC19,DC35,2700,0.10311640696608616,26184,0,2023-01-24
34,DC20,DC10,13200,0.10111378364714353,130546,0,2023-01-24
35,DC22,DC3,3000,0.10048551816507617,29865,1,2023-01-24
36,DC22,DC8,3000,0.7874015748031497,29845,20500,2023-01-24
37,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-24
38,DC23,DC35,6400,0.10176984114363859,62887,0,2023-01-24
39,DC23,DC8,3100,0.8702805792604086,30936,23823,2023-01-24
40,DC25,DC9,12700,0.10077199552512357,126037,1,2023-01-24
41,DC25,DC4,3566,0.07001492185659311,50932,0,2023-01-24
42,DC26,DC9,700,0.025186299799369448,27912,3,2023-01-24
43,DC35,t,26600,0.0,0,0,2023-01-24
44,DC36,DC3,6200,0.1018564153113192,60870,0,2023-01-24
45,DC36,DC8,5400,0.4575295668479976,53861,19243,2023-01-24
46,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-24
47,DC40,DC12,3200,0.10183124562853692,31454,3,2023-01-24
48,DC41,DC9,3000,0.1016260162601626,29520,0,2023-01-24
49,DC44,DC3,3200,0.1015429458543231,31563,5,2023-01-24
50,DC44,DC9,12550,0.10083642002587197,124459,0,2023-01-24
51,DC45,DC9,2100,0.10257412201436038,20473,0,2023-01-24
52,DC46,DC9,3834,0.10264714541901983,37361,1,2023-01-24
53,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-24
54,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-24
55,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-24
56,DC47,DC70,5200,0.10168961201501878,51136,0,2023-01-24
57,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-24
58,DC49,DC9,2800,0.10351966873706005,27048,0,2023-01-24
59,DC50,DC9,2200,0.10369043691379554,21217,0,2023-01-24
60,DC50,DC35,2100,0.10303714243658309,20381,0,2023-01-24
61,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-24
62,DC51,DC9,26300,0.10064399606638172,261337,2,2023-01-24
63,DC51,DC35,2300,0.10152284263959391,22655,0,2023-01-24
64,DC58,DC9,3800,0.10196309804762926,37288,2,2023-01-24
65,DC58,DC10,4100,0.10268483269885795,39928,0,2023-01-24
66,DC58,DC8,3300,0.10181414291003332,32412,0,2023-01-24
67,DC4,t,18066,0.0,0,0,2023-01-24
68,DC8,t,20600,0.0,0,0,2023-01-24
69,DC70,t,5200,0.0,0,0,2023-01-24
70,DC62,t,2300,0.0,0,0,2023-01-24
71,DC18,DC4,4400,0.10052317744625437,43771,0,2023-01-24
72,DC18,DC10,2800,0.10179597178797353,27506,0,2023-01-24
73,DC27,DC62,2300,0.10436992331079548,22037,0,2023-01-24
74,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-24
0,s,DC15,8100,0.0,0,0,2023-01-25
1,s,DC17,11400,0.0,0,0,2023-01-25
2,s,DC19,13100,0.0,0,0,2023-01-25
3,s,DC20,13100,0.0,0,0,2023-01-25
4,s,DC22,6000,0.0,0,0,2023-01-25
5,s,DC23,14800,0.0,0,0,2023-01-25
6,s,DC25,20830,0.0,0,0,2023-01-25
7,s,DC30,3070,0.0,0,0,2023-01-25
8,s,DC36,11600,0.0,0,0,2023-01-25
9,s,DC38,10100,0.0,0,0,2023-01-25
10,s,DC40,3200,0.0,0,0,2023-01-25
11,s,DC41,2000,0.0,0,0,2023-01-25
12,s,DC44,12550,0.0,0,0,2023-01-25
13,s,DC46,3800,0.0,0,0,2023-01-25
14,s,DC47,32100,0.0,0,0,2023-01-25
15,s,DC48,6400,0.0,0,0,2023-01-25
16,s,DC49,2800,0.0,0,0,2023-01-25
17,s,DC51,34000,0.0,0,0,2023-01-25
18,s,DC58,11100,0.0,0,0,2023-01-25
19,s,DC18,4400,0.0,0,0,2023-01-25
20,s,DC27,5800,0.0,0,0,2023-01-25
21,DC3,t,32530,0.0,0,0,2023-01-25
22,DC9,t,85050,0.0,0,0,2023-01-25
23,DC10,t,17100,0.0,0,0,2023-01-25
24,DC12,t,15900,0.0,0,0,2023-01-25
25,DC14,t,6300,0.0,0,0,2023-01-25
26,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-25
27,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-25
28,DC17,DC14,6300,0.10072264500863337,62548,0,2023-01-25
29,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-25
30,DC19,DC12,5500,0.10058253136356166,54761,8,2023-01-25
31,DC19,DC35,2700,0.10311640696608616,26184,0,2023-01-25
32,DC20,DC10,13100,0.10034777013466517,130546,0,2023-01-25
33,DC22,DC3,3000,0.10048551816507617,29865,1,2023-01-25
34,DC22,DC8,3000,0.7874015748031497,29845,20500,2023-01-25
35,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-25
36,DC23,DC35,6400,0.10176984114363859,62887,0,2023-01-25
37,DC23,DC8,3100,0.8702805792604086,30936,23823,2023-01-25
38,DC25,DC3,3030,0.09297045196526649,32591,0,2023-01-25
39,DC25,DC9,12700,0.10077199552512357,126037,1,2023-01-25
40,DC25,DC4,5100,0.10013351134846461,50932,0,2023-01-25
41,DC30,DC35,3070,0.1000586663190144,30682,0,2023-01-25
42,DC35,t,25270,0.0,0,0,2023-01-25
43,DC36,DC3,6200,0.1018564153113192,60870,0,2023-01-25
44,DC36,DC8,5400,0.4575295668479976,53861,19243,2023-01-25
45,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-25
46,DC40,DC12,3200,0.10183124562853692,31454,3,2023-01-25
47,DC41,DC9,2000,0.06775067750677506,29520,0,2023-01-25
48,DC44,DC9,12550,0.10083642002587197,124459,0,2023-01-25
49,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-25
50,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-25
51,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-25
52,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-25
53,DC47,DC70,5200,0.10168961201501878,51136,0,2023-01-25
54,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-25
55,DC49,DC9,2800,0.10351966873706005,27048,0,2023-01-25
56,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-25
57,DC51,DC9,26300,0.10064399606638172,261337,2,2023-01-25
58,DC51,DC4,2700,0.10242403550699898,26361,0,2023-01-25
59,DC58,DC9,3800,0.10196309804762926,37288,2,2023-01-25
60,DC58,DC10,4000,0.10018032458425165,39928,0,2023-01-25
61,DC58,DC8,3300,0.10181414291003332,32412,0,2023-01-25
62,DC4,t,22300,0.0,0,0,2023-01-25
63,DC8,t,20600,0.0,0,0,2023-01-25
64,DC70,t,5200,0.0,0,0,2023-01-25
65,DC18,DC4,4400,0.10052317744625437,43771,0,2023-01-25
66,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-25
0,s,DC15,8100,0.0,0,0,2023-01-26
1,s,DC17,11400,0.0,0,0,2023-01-26
2,s,DC19,7600,0.0,0,0,2023-01-26
3,s,DC20,11325,0.0,0,0,2023-01-26
4,s,DC22,6000,0.0,0,0,2023-01-26
5,s,DC23,14800,0.0,0,0,2023-01-26
6,s,DC25,21225,0.0,0,0,2023-01-26
7,s,DC26,2800,0.0,0,0,2023-01-26
8,s,DC30,3100,0.0,0,0,2023-01-26
9,s,DC36,11600,0.0,0,0,2023-01-26
10,s,DC38,10100,0.0,0,0,2023-01-26
11,s,DC40,3200,0.0,0,0,2023-01-26
12,s,DC41,3000,0.0,0,0,2023-01-26
13,s,DC44,15700,0.0,0,0,2023-01-26
14,s,DC45,800,0.0,0,0,2023-01-26
15,s,DC46,3800,0.0,0,0,2023-01-26
16,s,DC47,32100,0.0,0,0,2023-01-26
17,s,DC48,6400,0.0,0,0,2023-01-26
18,s,DC49,2800,0.0,0,0,2023-01-26
19,s,DC51,34000,0.0,0,0,2023-01-26
20,s,DC58,11100,0.0,0,0,2023-01-26
21,s,DC18,4400,0.0,0,0,2023-01-26
22,s,DC27,5800,0.0,0,0,2023-01-26
23,DC3,t,36000,0.0,0,0,2023-01-26
24,DC9,t,89625,0.0,0,0,2023-01-26
25,DC10,t,15325,0.0,0,0,2023-01-26
26,DC12,t,10400,0.0,0,0,2023-01-26
27,DC14,t,6300,0.0,0,0,2023-01-26
28,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-26
29,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-26
30,DC17,DC14,6300,0.10072264500863337,62548,0,2023-01-26
31,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-26
32,DC19,DC35,2700,0.10311640696608616,26184,0,2023-01-26
33,DC20,DC10,11325,0.08675103028817428,130546,0,2023-01-26
34,DC22,DC3,3000,0.10048551816507617,29865,1,2023-01-26
35,DC22,DC8,3000,0.7874015748031497,29845,20500,2023-01-26
36,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-26
37,DC23,DC35,6400,0.10176984114363859,62887,0,2023-01-26
38,DC23,DC8,3100,0.8702805792604086,30936,23823,2023-01-26
39,DC25,DC3,3300,0.1012549476849437,32591,0,2023-01-26
40,DC25,DC9,12725,0.10097034997659418,126037,1,2023-01-26
41,DC25,DC4,5200,0.10209691353176785,50932,0,2023-01-26
42,DC26,DC9,2800,0.10042275723703067,27912,3,2023-01-26
43,DC30,DC35,3100,0.10103643830258784,30682,0,2023-01-26
44,DC35,t,25300,0.0,0,0,2023-01-26
45,DC36,DC3,6200,0.1018564153113192,60870,0,2023-01-26
46,DC36,DC8,5400,0.4575295668479976,53861,19243,2023-01-26
47,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-26
48,DC40,DC12,3200,0.10183124562853692,31454,3,2023-01-26
49,DC41,DC9,3000,0.1016260162601626,29520,0,2023-01-26
50,DC44,DC3,3200,0.1015429458543231,31563,5,2023-01-26
51,DC44,DC9,12500,0.10043468130066929,124459,0,2023-01-26
52,DC45,DC9,800,0.03907585600547062,20473,0,2023-01-26
53,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-26
54,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-26
55,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-26
56,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-26
57,DC47,DC70,5200,0.10168961201501878,51136,0,2023-01-26
58,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-26
59,DC49,DC9,2800,0.10351966873706005,27048,0,2023-01-26
60,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-26
61,DC51,DC9,26300,0.10064399606638172,261337,2,2023-01-26
62,DC51,DC4,2700,0.10242403550699898,26361,0,2023-01-26
63,DC58,DC9,3800,0.10196309804762926,37288,2,2023-01-26
64,DC58,DC10,4000,0.10018032458425165,39928,0,2023-01-26
65,DC58,DC8,3300,0.10181414291003332,32412,0,2023-01-26
66,DC4,t,22400,0.0,0,0,2023-01-26
67,DC8,t,20600,0.0,0,0,2023-01-26
68,DC70,t,5200,0.0,0,0,2023-01-26
69,DC18,DC4,4400,0.10052317744625437,43771,0,2023-01-26
70,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-26
0,s,DC15,8100,0.0,0,0,2023-01-27
1,s,DC17,11400,0.0,0,0,2023-01-27
2,s,DC19,13100,0.0,0,0,2023-01-27
3,s,DC20,10438,0.0,0,0,2023-01-27
4,s,DC22,3000,0.0,0,0,2023-01-27
5,s,DC23,11700,0.0,0,0,2023-01-27
6,s,DC25,21250,0.0,0,0,2023-01-27
7,s,DC26,2800,0.0,0,0,2023-01-27
8,s,DC30,3100,0.0,0,0,2023-01-27
9,s,DC36,11700,0.0,0,0,2023-01-27
10,s,DC38,10162,0.0,0,0,2023-01-27
11,s,DC40,3200,0.0,0,0,2023-01-27
12,s,DC41,3000,0.0,0,0,2023-01-27
13,s,DC44,12500,0.0,0,0,2023-01-27
14,s,DC45,2100,0.0,0,0,2023-01-27
15,s,DC46,3800,0.0,0,0,2023-01-27
16,s,DC47,32100,0.0,0,0,2023-01-27
17,s,DC48,6400,0.0,0,0,2023-01-27
18,s,DC49,2800,0.0,0,0,2023-01-27
19,s,DC50,4300,0.0,0,0,2023-01-27
20,s,DC51,36300,0.0,0,0,2023-01-27
21,s,DC58,11200,0.0,0,0,2023-01-27
22,s,DC18,4400,0.0,0,0,2023-01-27
23,s,DC27,7800,0.0,0,0,2023-01-27
24,DC3,t,32800,0.0,0,0,2023-01-27
25,DC9,t,93150,0.0,0,0,2023-01-27
26,DC10,t,14538,0.0,0,0,2023-01-27
27,DC12,t,15900,0.0,0,0,2023-01-27
28,DC14,t,6300,0.0,0,0,2023-01-27
29,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-27
30,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-27
31,DC17,DC14,6300,0.10072264500863337,62548,0,2023-01-27
32,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-27
33,DC19,DC12,5500,0.10058253136356166,54761,8,2023-01-27
34,DC19,DC35,2700,0.10311640696608616,26184,0,2023-01-27
35,DC20,DC10,10438,0.07995649043249123,130546,0,2023-01-27
36,DC22,DC3,3000,0.10048551816507617,29865,1,2023-01-27
37,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-27
38,DC23,DC35,6400,0.10176984114363859,62887,0,2023-01-27
39,DC25,DC3,3300,0.1012549476849437,32591,0,2023-01-27
40,DC25,DC9,12750,0.10116870442806478,126037,1,2023-01-27
41,DC25,DC4,5200,0.10209691353176785,50932,0,2023-01-27
42,DC26,DC9,2800,0.10042275723703067,27912,3,2023-01-27
43,DC30,DC35,3100,0.10103643830258784,30682,0,2023-01-27
44,DC35,t,29700,0.0,0,0,2023-01-27
45,DC36,DC3,6200,0.1018564153113192,60870,0,2023-01-27
46,DC36,DC8,5500,0.4593861978054622,53861,19243,2023-01-27
47,DC38,DC4,10162,0.10116375148082149,100451,0,2023-01-27
48,DC40,DC12,3200,0.10183124562853692,31454,3,2023-01-27
49,DC41,DC9,3000,0.1016260162601626,29520,0,2023-01-27
50,DC44,DC9,12500,0.10043468130066929,124459,0,2023-01-27
51,DC45,DC9,2100,0.10257412201436038,20473,0,2023-01-27
52,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-27
53,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-27
54,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-27
55,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-27
56,DC47,DC70,5200,0.10168961201501878,51136,0,2023-01-27
57,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-27
58,DC49,DC9,2800,0.10351966873706005,27048,0,2023-01-27
59,DC50,DC9,2200,0.10369043691379554,21217,0,2023-01-27
60,DC50,DC35,2100,0.10303714243658309,20381,0,2023-01-27
61,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-27
62,DC51,DC9,26300,0.10064399606638172,261337,2,2023-01-27
63,DC51,DC35,2300,0.10152284263959391,22655,0,2023-01-27
64,DC51,DC4,2700,0.10242403550699898,26361,0,2023-01-27
65,DC58,DC9,3800,0.10196309804762926,37288,2,2023-01-27
66,DC58,DC10,4100,0.10268483269885795,39928,0,2023-01-27
67,DC58,DC8,3300,0.10181414291003332,32412,0,2023-01-27
68,DC4,t,22462,0.0,0,0,2023-01-27
69,DC8,t,14600,0.0,0,0,2023-01-27
70,DC70,t,5200,0.0,0,0,2023-01-27
71,DC62,t,2000,0.0,0,0,2023-01-27
72,DC18,DC4,4400,0.10052317744625437,43771,0,2023-01-27
73,DC27,DC62,2000,0.09075645505286563,22037,0,2023-01-27
74,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-27
0,s,DC15,8100,0.0,0,0,2023-01-28
1,s,DC17,11400,0.0,0,0,2023-01-28
2,s,DC19,13100,0.0,0,0,2023-01-28
3,s,DC20,6023,0.0,0,0,2023-01-28
4,s,DC22,3000,0.0,0,0,2023-01-28
5,s,DC23,11700,0.0,0,0,2023-01-28
6,s,DC25,21200,0.0,0,0,2023-01-28
7,s,DC26,2800,0.0,0,0,2023-01-28
8,s,DC30,3100,0.0,0,0,2023-01-28
9,s,DC36,6200,0.0,0,0,2023-01-28
10,s,DC38,10100,0.0,0,0,2023-01-28
11,s,DC41,3000,0.0,0,0,2023-01-28
12,s,DC44,15727,0.0,0,0,2023-01-28
13,s,DC45,2100,0.0,0,0,2023-01-28
14,s,DC46,3800,0.0,0,0,2023-01-28
15,s,DC47,35000,0.0,0,0,2023-01-28
16,s,DC48,6400,0.0,0,0,2023-01-28
17,s,DC49,2800,0.0,0,0,2023-01-28
18,s,DC50,1900,0.0,0,0,2023-01-28
19,s,DC51,36300,0.0,0,0,2023-01-28
20,s,DC58,11200,0.0,0,0,2023-01-28
21,s,DC18,4400,0.0,0,0,2023-01-28
22,s,DC27,5800,0.0,0,0,2023-01-28
23,DC3,t,36000,0.0,0,0,2023-01-28
24,DC9,t,92827,0.0,0,0,2023-01-28
25,DC10,t,10123,0.0,0,0,2023-01-28
26,DC12,t,12700,0.0,0,0,2023-01-28
27,DC14,t,6300,0.0,0,0,2023-01-28
28,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-28
29,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-28
30,DC17,DC14,6300,0.10072264500863337,62548,0,2023-01-28
31,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-28
32,DC19,DC12,5500,0.10058253136356166,54761,8,2023-01-28
33,DC19,DC35,2700,0.10311640696608616,26184,0,2023-01-28
34,DC20,DC10,6023,0.04613699385657163,130546,0,2023-01-28
35,DC22,DC3,3000,0.10048551816507617,29865,1,2023-01-28
36,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-28
37,DC23,DC35,6400,0.10176984114363859,62887,0,2023-01-28
38,DC25,DC3,3300,0.1012549476849437,32591,0,2023-01-28
39,DC25,DC9,12700,0.10077199552512357,126037,1,2023-01-28
40,DC25,DC4,5200,0.10209691353176785,50932,0,2023-01-28
41,DC26,DC9,2800,0.10042275723703067,27912,3,2023-01-28
42,DC30,DC35,3100,0.10103643830258784,30682,0,2023-01-28
43,DC35,t,27600,0.0,0,0,2023-01-28
44,DC36,DC3,6200,0.1018564153113192,60870,0,2023-01-28
45,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-28
46,DC40,t,2900,0.0,0,0,2023-01-28
47,DC41,DC9,3000,0.1016260162601626,29520,0,2023-01-28
48,DC44,DC3,3200,0.1015429458543231,31563,5,2023-01-28
49,DC44,DC9,12527,0.10065162021227875,124459,0,2023-01-28
50,DC45,DC9,2100,0.10257412201436038,20473,0,2023-01-28
51,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-28
52,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-28
53,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-28
54,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-28
55,DC47,DC40,2900,0.10128881282525934,28631,0,2023-01-28
56,DC47,DC70,5200,0.10168961201501878,51136,0,2023-01-28
57,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-28
58,DC49,DC9,2800,0.10351966873706005,27048,0,2023-01-28
59,DC50,DC9,1900,0.08955083188009615,21217,0,2023-01-28
60,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-28
61,DC51,DC9,26300,0.10064399606638172,261337,2,2023-01-28
62,DC51,DC35,2300,0.10152284263959391,22655,0,2023-01-28
63,DC51,DC4,2700,0.10242403550699898,26361,0,2023-01-28
64,DC58,DC9,3800,0.10196309804762926,37288,2,2023-01-28
65,DC58,DC10,4100,0.10268483269885795,39928,0,2023-01-28
66,DC58,DC8,3300,0.10181414291003332,32412,0,2023-01-28
67,DC4,t,22400,0.0,0,0,2023-01-28
68,DC8,t,9100,0.0,0,0,2023-01-28
69,DC70,t,5200,0.0,0,0,2023-01-28
70,DC18,DC4,4400,0.10052317744625437,43771,0,2023-01-28
71,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-28
0,s,DC15,8100,0.0,0,0,2023-01-29
1,s,DC17,11400,0.0,0,0,2023-01-29
2,s,DC19,13100,0.0,0,0,2023-01-29
3,s,DC20,7616,0.0,0,0,2023-01-29
4,s,DC22,3000,0.0,0,0,2023-01-29
5,s,DC23,11700,0.0,0,0,2023-01-29
6,s,DC25,21184,0.0,0,0,2023-01-29
7,s,DC30,3100,0.0,0,0,2023-01-29
8,s,DC36,6200,0.0,0,0,2023-01-29
9,s,DC38,10100,0.0,0,0,2023-01-29
10,s,DC41,3000,0.0,0,0,2023-01-29
11,s,DC44,12550,0.0,0,0,2023-01-29
12,s,DC46,3800,0.0,0,0,2023-01-29
13,s,DC47,35000,0.0,0,0,2023-01-29
14,s,DC48,6400,0.0,0,0,2023-01-29
15,s,DC49,2800,0.0,0,0,2023-01-29
16,s,DC50,700,0.0,0,0,2023-01-29
17,s,DC51,34000,0.0,0,0,2023-01-29
18,s,DC58,11100,0.0,0,0,2023-01-29
19,s,DC18,4400,0.0,0,0,2023-01-29
20,s,DC27,5800,0.0,0,0,2023-01-29
21,DC3,t,32800,0.0,0,0,2023-01-29
22,DC9,t,86734,0.0,0,0,2023-01-29
23,DC10,t,11616,0.0,0,0,2023-01-29
24,DC12,t,12700,0.0,0,0,2023-01-29
25,DC14,t,6300,0.0,0,0,2023-01-29
26,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-29
27,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-29
28,DC17,DC14,6300,0.10072264500863337,62548,0,2023-01-29
29,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-29
30,DC19,DC12,5500,0.10058253136356166,54761,8,2023-01-29
31,DC19,DC35,2700,0.10311640696608616,26184,0,2023-01-29
32,DC20,DC10,7616,0.058339589110351905,130546,0,2023-01-29
33,DC22,DC3,3000,0.10048551816507617,29865,1,2023-01-29
34,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-29
35,DC23,DC35,6400,0.10176984114363859,62887,0,2023-01-29
36,DC25,DC3,3300,0.1012549476849437,32591,0,2023-01-29
37,DC25,DC9,12684,0.10064504867618239,126037,1,2023-01-29
38,DC25,DC4,5200,0.10209691353176785,50932,0,2023-01-29
39,DC30,DC35,3100,0.10103643830258784,30682,0,2023-01-29
40,DC35,t,25300,0.0,0,0,2023-01-29
41,DC36,DC3,6200,0.1018564153113192,60870,0,2023-01-29
42,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-29
43,DC40,t,2900,0.0,0,0,2023-01-29
44,DC41,DC9,3000,0.1016260162601626,29520,0,2023-01-29
45,DC44,DC9,12550,0.10083642002587197,124459,0,2023-01-29
46,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-29
47,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-29
48,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-29
49,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-29
50,DC47,DC40,2900,0.10128881282525934,28631,0,2023-01-29
51,DC47,DC70,5200,0.10168961201501878,51136,0,2023-01-29
52,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-29
53,DC49,DC9,2800,0.10351966873706005,27048,0,2023-01-29
54,DC50,DC9,700,0.03299241174529858,21217,0,2023-01-29
55,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-29
56,DC51,DC9,26300,0.10064399606638172,261337,2,2023-01-29
57,DC51,DC4,2700,0.10242403550699898,26361,0,2023-01-29
58,DC58,DC9,3800,0.10196309804762926,37288,2,2023-01-29
59,DC58,DC10,4000,0.10018032458425165,39928,0,2023-01-29
60,DC58,DC8,3300,0.10181414291003332,32412,0,2023-01-29
61,DC4,t,22400,0.0,0,0,2023-01-29
62,DC8,t,9100,0.0,0,0,2023-01-29
63,DC70,t,5200,0.0,0,0,2023-01-29
64,DC18,DC4,4400,0.10052317744625437,43771,0,2023-01-29
65,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-29
0,s,DC15,8100,0.0,0,0,2023-01-30
1,s,DC17,11400,0.0,0,0,2023-01-30
2,s,DC19,13100,0.0,0,0,2023-01-30
3,s,DC20,5725,0.0,0,0,2023-01-30
4,s,DC22,3000,0.0,0,0,2023-01-30
5,s,DC23,11700,0.0,0,0,2023-01-30
6,s,DC25,21100,0.0,0,0,2023-01-30
7,s,DC30,3100,0.0,0,0,2023-01-30
8,s,DC36,6200,0.0,0,0,2023-01-30
9,s,DC38,10100,0.0,0,0,2023-01-30
10,s,DC41,2600,0.0,0,0,2023-01-30
11,s,DC44,12525,0.0,0,0,2023-01-30
12,s,DC46,3800,0.0,0,0,2023-01-30
13,s,DC47,35000,0.0,0,0,2023-01-30
14,s,DC48,6400,0.0,0,0,2023-01-30
15,s,DC49,2800,0.0,0,0,2023-01-30
16,s,DC51,34000,0.0,0,0,2023-01-30
17,s,DC58,11100,0.0,0,0,2023-01-30
18,s,DC18,7200,0.0,0,0,2023-01-30
19,s,DC27,5800,0.0,0,0,2023-01-30
20,DC3,t,32800,0.0,0,0,2023-01-30
21,DC9,t,85625,0.0,0,0,2023-01-30
22,DC10,t,12525,0.0,0,0,2023-01-30
23,DC12,t,12700,0.0,0,0,2023-01-30
24,DC14,t,6300,0.0,0,0,2023-01-30
25,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-30
26,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-30
27,DC17,DC14,6300,0.10072264500863337,62548,0,2023-01-30
28,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-30
29,DC19,DC12,5500,0.10058253136356166,54761,8,2023-01-30
30,DC19,DC35,2700,0.10311640696608616,26184,0,2023-01-30
31,DC20,DC10,5725,0.043854273589386115,130546,0,2023-01-30
32,DC22,DC3,3000,0.10048551816507617,29865,1,2023-01-30
33,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-30
34,DC23,DC35,6400,0.10176984114363859,62887,0,2023-01-30
35,DC25,DC3,3300,0.1012549476849437,32591,0,2023-01-30
36,DC25,DC9,12700,0.10077199552512357,126037,1,2023-01-30
37,DC25,DC4,5100,0.10013351134846461,50932,0,2023-01-30
38,DC30,DC35,3100,0.10103643830258784,30682,0,2023-01-30
39,DC35,t,25300,0.0,0,0,2023-01-30
40,DC36,DC3,6200,0.1018564153113192,60870,0,2023-01-30
41,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-30
42,DC40,t,2900,0.0,0,0,2023-01-30
43,DC41,DC9,2600,0.08807588075880758,29520,0,2023-01-30
44,DC44,DC9,12525,0.10063555066327064,124459,0,2023-01-30
45,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-30
46,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-30
47,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-30
48,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-30
49,DC47,DC40,2900,0.10128881282525934,28631,0,2023-01-30
50,DC47,DC70,5200,0.10168961201501878,51136,0,2023-01-30
51,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-30
52,DC49,DC9,2800,0.10351966873706005,27048,0,2023-01-30
